公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,最低年限,经验,最低工资,月最低工资
上海海万信息科技股份有限公司,江苏亿科达,500-2000人,不需要融资,浦东新区,大数据工程师,3-5年,大专,10k-15k,大平台,"['3', '5']",3,"['10', '15']",10
源杉信息技术（上海）有限公司,源杉FIR.ai,15-50人,天使轮,杨浦区,大数据工程师,3-5年,本科,15k-30k,"深度学习,股权激励,大牛团队,发展前景大","['3', '5']",3,"['15', '30']",15
新蛋信息技术（中国）有限公司,新蛋信息技术（中国）有限公司,500-2000人,不需要融资,静安区,大数据工程师,3-5年,本科,16k-22k,"成熟平台,大流量电商,技术氛围好,发展空间大","['3', '5']",3,"['16', '22']",16
上海青客公共租赁住房租赁经营管理股份有限公司,上海青客,500-2000人,C轮,徐汇区,大数据工程师,3-5年,大专,15k-25k,年终奖，加班补贴，工作环境,"['3', '5']",3,"['15', '25']",15
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,浦东新区,大数据工程师,3-5年,本科,10k-18k,"环境好,待遇好,奖金,旅游","['3', '5']",3,"['10', '18']",10
上海厚本金融信息服务有限公司,厚本金融,2000人以上,A轮,黄浦区,大数据工程师,1-3年,本科,10k-20k,学习空间大,"['1', '3']",1,"['10', '20']",10
四川斐讯信息技术有限公司,斐讯技术,2000人以上,不需要融资,松江区,大数据工程师,3-5年,本科,20k-30k,"晋升空间大,绩效奖金","['3', '5']",3,"['20', '30']",20
证通股份有限公司,证通股份,150-500人,不需要融资,浦东新区,大数据工程师,1-3年,本科,20k-33k,工作环境好,"['1', '3']",1,"['20', '33']",20
上海融之家金融信息服务有限公司,融之家,150-500人,B轮,杨浦区,大数据开发工程师,5-10年,大专,30k-35k,"环境高大上,年度国外游,美女鼓励师,年终奖丰厚","['5', '10']",5,"['30', '35']",30
上海趋佳信息科技有限公司,Each+,15-50人,天使轮,浦东新区,大数据研发工程师,3-5年,本科,15K-20K,"股票期权,扁平管理","['3', '5']",3,"['15', '20']",15
上海众言网络科技有限公司,问卷网@爱调研,150-500人,B轮,徐汇区,大数据工程师,1-3年,本科,15k-30k,"弹性工作,绩效奖金,职业发展","['1', '3']",1,"['15', '30']",15
上海画龙信息科技有限公司,Datatist,15-50人,A轮,徐汇区,大数据工程师,不限,本科,15k-25k,"大数据公司,硅谷团队,股票期权,带薪假期",[],0,"['15', '25']",15
申通快递有限公司,申通快递,2000人以上,上市公司,青浦区,大数据工程师,3-5年,本科,15k-25k,五险一金 周末双休 节假日福利 技能培训,"['3', '5']",3,"['15', '25']",15
上海中通吉网络技术有限公司,中通快递,2000人以上,上市公司,青浦区,大数据系统开发工程师,5-10年,本科,20k-35k,"大数据,扁平化","['5', '10']",5,"['20', '35']",20
上海游族信息技术有限公司,游族网络,500-2000人,上市公司,徐汇区,大数据开发工程师,3-5年,本科,15k-30k,"技术平台好,TB级数据,分享课程多,技术挑战大","['3', '5']",3,"['15', '30']",15
上海厚本金融信息服务有限公司,厚本金融,2000人以上,A轮,黄浦区,大数据工程师,1-3年,本科,15k-25k,"技术大牛多,晋升空间大","['1', '3']",1,"['15', '25']",15
上海融之家金融信息服务有限公司,融之家,150-500人,B轮,杨浦区,大数据开发工程师,5-10年,大专,30k-50k,年终奖金多，美女多，国外游,"['5', '10']",5,"['30', '50']",30
上海海万信息科技股份有限公司,江苏亿科达,500-2000人,不需要融资,浦东新区,大数据开发工程师,1-3年,本科,10k-16k,"节日礼金,年底奖金,体检旅游,带薪年假","['1', '3']",1,"['10', '16']",10
上海画龙信息科技有限公司,Datatist,15-50人,A轮,徐汇区,大数据架构师/大数据工程师,3-5年,本科,15k-30k,来自硅谷大数据团队，期权激励，晋升平台,"['3', '5']",3,"['15', '30']",15
华安财产保险股份有限公司,华安保险,2000人以上,不需要融资,宝山区,大数据工程师,3-5年,本科,15k-25k,"领导nic,扁平管理,补贴年假,福利","['3', '5']",3,"['15', '25']",15
深圳市和讯华谷信息技术有限公司,极光,500-2000人,D轮及以上,普陀区,大数据工程师 (上海),1-3年,本科,10k-20k,"D轮+,14薪+,攻城狮氛围,弹性工作","['1', '3']",1,"['10', '20']",10
上海基分文化传播有限公司,趣头条,500-2000人,不需要融资,浦东新区,大数据开发工程师,3-5年,本科,20k-40k,"平均16薪,弹性工作,环境好,扁平化管理","['3', '5']",3,"['20', '40']",20
上海汉询软件有限公司,汉询软件,15-50人,不需要融资,闵行区,大数据工程师,3-5年,大专,10k-15k,"带薪休假,员工旅游,五险一金","['3', '5']",3,"['10', '15']",10
红星美凯龙家居集团股份有限公司,红星美凯龙互联网集团,2000人以上,上市公司,普陀区,人工智能、大数据工程师-设计云,5-10年,本科,35k-50k,"算法,数据挖掘,图像处理","['5', '10']",5,"['35', '50']",35
上海诺诺镑客金融信息服务有限公司,麦子金服,500-2000人,A轮,浦东新区,大数据工程师,3-5年,本科,15k-30k,"交通便利,下午茶,水果提供,餐补","['3', '5']",3,"['15', '30']",15
上海誉渡信息技术有限公司,上海誉渡,50-150人,A轮,闵行区,大数据工程师,3-5年,本科,15k-30k,"上市公司,平台稳定,奖金多,不打卡","['3', '5']",3,"['15', '30']",15
上海卓越睿新数码科技有限公司,智慧树网,500-2000人,B轮,徐汇区,大数据开发工程师,5-10年,本科,15k-30k,"扁平化管理,大牛多,加班费,互联网+","['5', '10']",5,"['15', '30']",15
北京明略软件系统有限公司,明略数据,150-500人,C轮,浦东新区,大数据开发工程师,3-5年,本科,25k-40k,"物联网项目,大数据","['3', '5']",3,"['25', '40']",25
上海陆家嘴国际金融资产交易市场股份有限公司,陆金所,2000人以上,B轮,浦东新区,大数据工程师J10773,3-5年,本科,13k-26k,"平台大,福利好","['3', '5']",3,"['13', '26']",13
上海鱼泡泡信息科技有限公司,鱼泡泡,150-500人,B轮,徐汇区,大数据开发工程师,3-5年,本科,15k-25k,想提升、加薪，脱单的，鱼泡泡满足您！,"['3', '5']",3,"['15', '25']",15
上海海万信息科技股份有限公司,江苏亿科达,500-2000人,不需要融资,浦东新区,大数据开发工程师,3-5年,本科,13k-18k,大平台,"['3', '5']",3,"['13', '18']",13
华建数创（上海）科技有限公司,华建数创,50-150人,未融资,静安区,大数据开发工程师,3-5年,本科,18k-30k,"补充公积金,补充医疗保,团队佳,带薪年假","['3', '5']",3,"['18', '30']",18
中盈优创资讯科技有限公司,中盈优创,500-2000人,未融资,黄浦区,大数据工程师,3-5年,本科,10k-18k,"大数据,es,spark,etl","['3', '5']",3,"['10', '18']",10
福建合诚信息科技有限公司,合诚,50-150人,未融资,浦东新区,大数据开发工程师,3-5年,本科,15k-20k,"工作稳定,待遇好","['3', '5']",3,"['15', '20']",15
新蛋信息技术（中国）有限公司,新蛋信息技术（中国）有限公司,500-2000人,不需要融资,长宁区,大数据开发工程师,1-3年,本科,10k-15k,"大数据平台,技术氛围好,互联网电视,逗逼欢乐多","['1', '3']",1,"['10', '15']",10
上海彩亿信息技术有限公司,有鱼金融科技,500-2000人,不需要融资,徐汇区,大数据开发工程师,3-5年,本科,14k-26k,多平台，快发展，极客团队，无限发挥！,"['3', '5']",3,"['14', '26']",14
上海钧正网络科技有限公司,哈罗单车,2000人以上,D轮及以上,闵行区,大数据开发工程师,3-5年,本科,15k-30k,"薪资待遇好,工作氛围好,行业发展好,团队背景强","['3', '5']",3,"['15', '30']",15
上海优刻得信息科技有限公司,UCloud,500-2000人,D轮及以上,杨浦区,大数据开发工程师,3-5年,本科,20k-40k,"六险一金,弹性工作,年终旅游,技术挑战","['3', '5']",3,"['20', '40']",20
易玩（上海）网络科技有限公司,TapTap,50-150人,A轮,闸北区,大数据软件工程师,1-3年,本科,25k-50k,"优秀的同事,积极的文化,共同成长","['1', '3']",1,"['25', '50']",25
上海比孚信息科技有限公司,比孚,150-500人,未融资,杨浦区,大数据工程师,3-5年,本科,18k-28k,"13薪,带薪假8天,各种补贴","['3', '5']",3,"['18', '28']",18
申通快递有限公司,申通快递,2000人以上,上市公司,青浦区,大数据工程师,1-3年,本科,10k-20k,"五险一金,年假,双休,节日福利","['1', '3']",1,"['10', '20']",10
上海游族信息技术有限公司,游族网络,500-2000人,上市公司,徐汇区,大数据开发工程师,不限,不限,15k-30k,"发展空间大,福利待遇好,专业培训,上市公司",[],0,"['15', '30']",15
上海商米科技有限公司,商米科技,150-500人,C轮,杨浦区,大数据运维工程师,3-5年,本科,15k-30k,"技术氛围浓,年假病假,技术大牛,快速成长","['3', '5']",3,"['15', '30']",15
上海银天下投资集团有限公司,银科控股,2000人以上,上市公司,浦东新区,大数据工程师,1-3年,本科,15k-30k,"节日福利,五险一金,餐补,员工旅游","['1', '3']",1,"['15', '30']",15
上海基分文化传播有限公司,趣头条,500-2000人,不需要融资,浦东新区,大数据开发工程师,1-3年,本科,18k-25k,"海量数据,有发展空间,平均16薪,平台好","['1', '3']",1,"['18', '25']",18
上海彩亿信息技术有限公司,有鱼金融科技,500-2000人,不需要融资,徐汇区,大数据开发工程师,3-5年,本科,15k-28k,亿级用户，优质平台，极客文化，无限发挥！,"['3', '5']",3,"['15', '28']",15
承承网络科技（上海）有限公司,叽里呱啦,150-500人,A轮,普陀区,大数据架构工程师,3-5年,硕士,15k-25k,"新起点,氛围简单,发挥空间大,阿姨做饭","['3', '5']",3,"['15', '25']",15
上海游族信息技术有限公司,游族网络,500-2000人,上市公司,徐汇区,大数据运维工程师,不限,不限,12k-24k,"发展空间大,专业培训,工作氛围好,上市公司",[],0,"['12', '24']",12
上海德启信息科技有限公司,德邦,2000人以上,不需要融资,青浦区,大数据工程师-运维方向,3-5年,大专,13k-15k,"晋升制度,上市公司","['3', '5']",3,"['13', '15']",13
上海厚本金融信息服务有限公司,厚本金融,2000人以上,A轮,黄浦区,大数据运维工程师,3-5年,本科,15k-30k,"技术氛围好,学习空间大","['3', '5']",3,"['15', '30']",15
上海基分文化传播有限公司,趣头条,500-2000人,不需要融资,浦东新区,大数据开发工程师,3-5年,大专,20k-30k,"平均15薪,餐补,六险一金","['3', '5']",3,"['20', '30']",20
上海点融信息科技有限责任公司,点融,150-500人,D轮及以上,黄浦区,大数据开发工程师-SH2925,1-3年,本科,20k-40k,"空间大,前景好","['1', '3']",1,"['20', '40']",20
上海宏路数据技术股份有限公司,Hypers,50-150人,上市公司,,大数据工程师,3-5年,本科,15k-30k,技术氛围好，发展空间巨大,"['3', '5']",3,"['15', '30']",15
上海脉豪商务信息咨询有限公司,眸事网,150-500人,天使轮,虹口区,大数据开发工程师,1-3年,本科,10k-15k,"互联网公司,大数据AI,团队牛人多,弹性福利好","['1', '3']",1,"['10', '15']",10
上海前隆信息科技有限公司,前隆科技,500-2000人,B轮,虹口区,大数据运维工程师,3-5年,本科,20k-30k,福利待遇佳,"['3', '5']",3,"['20', '30']",20
苏州融畅软件科技有限公司,融畅软件,50-150人,未融资,黄浦区,大数据开发工程师,3-5年,本科,20k-40k,"行业领头羊,千万级,技术氛围浓","['3', '5']",3,"['20', '40']",20
蓝鸽集团有限公司,蓝鸽集团,500-2000人,不需要融资,闸北区,算法工程师/大数据工程师,不限,硕士,12k-20k,提供住宿、 五险一金、节日福利、 加班补贴,[],0,"['12', '20']",12
上海海万信息科技股份有限公司,江苏亿科达,500-2000人,不需要融资,徐汇区,大数据运维工程师,3-5年,大专,8k-15k,"体检,过节费,年终,旅游","['3', '5']",3,"['8', '15']",8
上海众言网络科技有限公司,问卷网@爱调研,150-500人,B轮,徐汇区,大数据运维工程师,3-5年,本科,15k-30k,"弹性工作,五险一金","['3', '5']",3,"['15', '30']",15
上海晋景数据科技有限公司,上海晋景数据,少于15人,不需要融资,静安区,大数据开发工程师,1-3年,本科,15k-30k,"专业的团队,政府支持产,薪资高","['1', '3']",1,"['15', '30']",15
上海诺诺镑客金融信息服务有限公司,麦子金服,500-2000人,A轮,浦东新区,大数据工程师,3-5年,本科,18k-22k,"聚餐,交通便利,餐补,水果","['3', '5']",3,"['18', '22']",18
上海容易网电子商务股份有限公司,容易网,150-500人,上市公司,浦东新区,大数据开发工程师,3-5年,本科,20k-30k,"发展空间大,上市公司,新零售","['3', '5']",3,"['20', '30']",20
蓝鸽集团有限公司,蓝鸽集团,500-2000人,不需要融资,闸北区,大数据软件工程师,不限,本科,12k-15k,提供住宿、周末双休、五险一金、节日福利,[],0,"['12', '15']",12
上海法智特实业集团有限公司,上海法智特实业集团,150-500人,不需要融资,松江区,大数据工程师,5-10年,本科,20k-30k,"技术,薪酬高,福利多,平台广","['5', '10']",5,"['20', '30']",20
上海幻电信息科技有限公司,哔哩哔哩,2000人以上,上市公司,杨浦区,大数据开发工程师,1-3年,本科,15K-30K,五险一金，年底双薪,"['1', '3']",1,"['15', '30']",15
上海帜讯信息技术股份有限公司,帜讯信息,500-2000人,上市公司,浦东新区,大数据工程师,3-5年,本科,20k-35k,补充公积金/交通补贴/探亲假/年终奖,"['3', '5']",3,"['20', '35']",20
上海元聚网络科技有限公司,上海元聚,150-500人,B轮,闵行区,大数据开发工程师,1年以下,大专,15k-25k,"高薪,晋升快",['1'],1,"['15', '25']",15
上海炽聚网络科技有限公司,上海炽聚,50-150人,A轮,徐汇区,大数据开发工程师,1-3年,本科,12k-18k,十三薪,"['1', '3']",1,"['12', '18']",12
深圳市泉眼网络科技有限公司,百灵鸟,500-2000人,不需要融资,黄浦区,大数据开发工程师,5-10年,本科,25k-50k,"弹性工作制,五险一金,带薪年假","['5', '10']",5,"['25', '50']",25
平安健康互联网股份有限公司上海分公司,平安健康互联网,2000人以上,A轮,徐汇区,大数据开发工程师,5-10年,本科,15k-30k,"福利丰厚,独角兽,技术氛围好","['5', '10']",5,"['15', '30']",15
上海剑圣网络科技有限公司,2144游戏,150-500人,不需要融资,浦东新区,大数据运维工程师,3-5年,本科,18k-30k,"福利好,发展空间","['3', '5']",3,"['18', '30']",18
上海合合信息科技发展有限公司,名片全能王,150-500人,C轮,静安区,大数据开发工程师,3-5年,本科,15k-30k,"亿级用户,领导好,福利好,团队氛围好","['3', '5']",3,"['15', '30']",15
上海阅文信息技术有限公司,阅文集团,500-2000人,上市公司,浦东新区,大数据开发工程师,3-5年,本科,15k-30k,"平台大,福利好,技术牛人多","['3', '5']",3,"['15', '30']",15
上海游族信息技术有限公司,游族网络,500-2000人,上市公司,徐汇区,资深大数据开发工程师,1-3年,不限,18k-23k,"工作氛围好,发展空间大,专业培训","['1', '3']",1,"['18', '23']",18
福建顶点软件股份有限公司,顶点软件,500-2000人,不需要融资,浦东新区,大数据工程师,1-3年,本科,8k-16k,"六险一金,节日福利,员工旅游,丰厚年终奖","['1', '3']",1,"['8', '16']",8
上海秦苍信息科技有限公司,买单侠,500-2000人,C轮,浦东新区,大数据工程师-上海,3-5年,本科,15k-30k,"扁平化管理,弹性工作制,商业保险","['3', '5']",3,"['15', '30']",15
上海海万信息科技股份有限公司,江苏亿科达,500-2000人,不需要融资,静安区,大数据开发,1-3年,大专,10k-15k,"五险一金,旅游体检,年终奖,过节费","['1', '3']",1,"['10', '15']",10
上海奥明信息技术有限公司,奥明信息,50-150人,上市公司,长宁区,大数据工程师,1-3年,本科,6k-12k,"股权激励,绩效奖励,专业培训,国高新企业","['1', '3']",1,"['6', '12']",6
秒针信息技术有限公司,秒针系统,500-2000人,D轮及以上,长宁区,大数据开发工程师,3-5年,本科,10k-20k,钱多 氛围好 发展平台好,"['3', '5']",3,"['10', '20']",10
上海剑圣网络科技有限公司,2144游戏,150-500人,不需要融资,浦东新区,大数据开发工程师,3-5年,大专,15k-25k,"福利好,平台大,发展空间","['3', '5']",3,"['15', '25']",15
魔谐软件科技（上海）有限公司,Alading Bank,500-2000人,A轮,黄浦区,大数据工程师,1-3年,本科,15k-25k,年底双薪,"['1', '3']",1,"['15', '25']",15
宽拓（北京）科技有限公司,Quantex,50-150人,A轮,黄浦区,大数据开发工程师,3-5年,本科,18k-30k,"福利优越,不打卡,大牛多","['3', '5']",3,"['18', '30']",18
上海幻电信息科技有限公司,哔哩哔哩,2000人以上,上市公司,杨浦区,大数据运维工程师,3-5年,本科,20k-40k,"公司好,发展快,领导好,氛围好","['3', '5']",3,"['20', '40']",20
钱包生活（平潭）科技有限公司上海分公司,钱包生活,2000人以上,B轮,闵行区,大数据开发工程师,3-5年,本科,20k-35k,"五险两金,试用期无折,地铁周边,晋升空间大","['3', '5']",3,"['20', '35']",20
上海悦程信息技术有限公司,NSOC大数据安全智能,15-50人,天使轮,浦东新区,大数据高级工程师,1-3年,本科,10k-20k,"股权激励,五险一金,年终奖金,弹性工作","['1', '3']",1,"['10', '20']",10
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,黄浦区,大数据开发工程师,1-3年,本科,15k-30k,"发展前景好,弹性工作制","['1', '3']",1,"['15', '30']",15
上海魔芋网络科技有限公司,性能魔方,50-150人,A轮,长宁区,大数据研发工程师,1-3年,本科,15k-30k,"上市公司,出国旅游,各种补贴,生日礼物","['1', '3']",1,"['15', '30']",15
上海艾融软件股份有限公司,艾融股份,500-2000人,上市公司,浦东新区,大数据开发工程师,3-5年,本科,10k-16k,"五险一金,餐费补贴","['3', '5']",3,"['10', '16']",10
上海嵩恒网络科技股份有限公司,东方头条,500-2000人,不需要融资,浦东新区,大数据开发工程师,3-5年,本科,15k-30k,"免费班车,早餐,带薪病假,五险一金","['3', '5']",3,"['15', '30']",15
世纪畅链有限责任公司,畅由,150-500人,未融资,杨浦区,大数据开发工程师,3-5年,本科,15k-22k,"大数据,算法,底层","['3', '5']",3,"['15', '22']",15
国泰财产保险有限责任公司,国泰产险,500-2000人,不需要融资,浦东新区,高级大数据工程师,3-5年,本科,25k-35k,"蚂蚁控股,互联网保险,大平台,年轻有朝气","['3', '5']",3,"['25', '35']",25
清影医疗科技(深圳)有限公司,清影医疗,50-150人,天使轮,浦东新区,大数据工程师,3-5年,本科,16k-25k,"人工智能,智慧医疗,扁平管理,精英团队","['3', '5']",3,"['16', '25']",16
上海好居信息科技有限公司,悟空找房,500-2000人,C轮,浦东新区,大数据开发工程师（16号线滴水湖）,3-5年,本科,20k-30k,"五险一金,带薪年假,节日福利,技术大牛","['3', '5']",3,"['20', '30']",20
上海合合信息科技发展有限公司,名片全能王,150-500人,C轮,静安区,数据库/大数据运维工程师,1-3年,本科,10k-20k,"技术牛人多,工作氛围好,工作环境佳,领导好","['1', '3']",1,"['10', '20']",10
苏州工业园区凌志软件股份有限公司,凌志软件,2000人以上,上市公司,杨浦区,大数据开发工程师（上海）,3-5年,本科,15k-20k,"上市公司,待遇优渥","['3', '5']",3,"['15', '20']",15
上海戎磐网络科技有限公司,戎磐网络,15-50人,天使轮,长宁区,大数据处理,1-3年,本科,12k-17k,"环境好,氛围好,领导好","['1', '3']",1,"['12', '17']",12
上海联栈信息科技有限公司,unistack,15-50人,A轮,长宁区,大数据开发工程师,5-10年,本科,15K-30K,年终多假期多福利多，氛围好，空间大,"['5', '10']",5,"['15', '30']",15
上海经达信息科技股份有限公司,上海经达,15-50人,不需要融资,徐汇区,大数据开发工程师,3-5年,本科,15k-25k,"上海市交通,大数据中心,政府指定","['3', '5']",3,"['15', '25']",15
上海掌小门教育科技有限公司,掌门1对1在线教育,500-2000人,D轮及以上,虹口区,大数据运维工程师,1-3年,本科,15k-25k,"团队氛围,在线教育,D轮,个人发展","['1', '3']",1,"['15', '25']",15
拍拍信数据服务（上海）有限公司,拍拍信,50-150人,未融资,浦东新区,资深大数据工程师,5-10年,本科,23k-36k,"弹性工作中,带薪年假,旅游团建等,补贴","['5', '10']",5,"['23', '36']",23
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,浦东新区,大数据开发,1-3年,大专,9k-14k,"金融行业,上市公司","['1', '3']",1,"['9', '14']",9
上海易鲸捷信息技术有限公司,易鲸捷,50-150人,不需要融资,浦东新区,大数据开发工程师,3-5年,本科,12k-24k,弹性工作，著名外企血统，免费零食。,"['3', '5']",3,"['12', '24']",12
深圳市博奥特科技有限公司,博奥特科技,150-500人,未融资,浦东新区,大数据开发工程师,3-5年,不限,15k-20k,"平台大,五险一金,弹性工作,节日红包","['3', '5']",3,"['15', '20']",15
北京九章云极科技有限公司,九章云极科技,150-500人,B轮,长宁区,大数据开发工程师,3-5年,本科,15k-30k,"技术大牛,领导好,六险一金,成长型公司","['3', '5']",3,"['15', '30']",15
上海齐家网信息科技股份有限公司,齐家网,2000人以上,D轮及以上,嘉定区,大数据开发工程师,3-5年,大专,15k-30k,"互联网公司,电商公司,大平台","['3', '5']",3,"['15', '30']",15
上海齐家网信息科技股份有限公司,齐家网,2000人以上,D轮及以上,嘉定区,大数据开发工程师,3-5年,大专,15k-30k,"互联网公司,电商公司,大平台","['3', '5']",3,"['15', '30']",15
上海翡鹿信息技术服务有限公司,上海翡鹿信息技术服务有限公司,50-150人,不需要融资,浦东新区,大数据运维工程师,3-5年,本科,15k-20k,"晋升快,福利多,气氛好,美女多","['3', '5']",3,"['15', '20']",15
上海众调信息科技有限公司,上海众调科技,50-150人,A轮,杨浦区,高级大数据工程师,3-5年,本科,10k-20k,"交通便利,团队有大牛,个人发展好,行业力量","['3', '5']",3,"['10', '20']",10
上海缔塔科技有限公司,缔塔科技,15-50人,不需要融资,浦东新区,大数据开发工程师,3-5年,本科,30k-60k,"数据库,分布式,数据迁移","['3', '5']",3,"['30', '60']",30
上海聚力传媒技术有限公司,PPTV聚力,500-2000人,D轮及以上,浦东新区,大数据运维工程师,1-3年,本科,10k-17k,五险一金，补充医保，弹性工作,"['1', '3']",1,"['10', '17']",10
上海钦文信息科技有限公司,爱乐奇,150-500人,D轮及以上,浦东新区,中级大数据研发工程师,3-5年,本科,10k-15k,"行业前景好,领导好,团队氛围佳","['3', '5']",3,"['10', '15']",10
上海萌店信息科技有限公司,微盟,2000人以上,D轮及以上,宝山区,大数据工程师(J10063),1-3年,本科,12k-24k,带薪年假 五险一金 每日水果,"['1', '3']",1,"['12', '24']",12
上海旌显企业管理咨询事务所,上海旌显,50-150人,不需要融资,杨浦区,大数据开发工程师,3-5年,本科,20k-35k,"年底奖金,扁平化,技术大牛","['3', '5']",3,"['20', '35']",20
深圳市雁联计算系统有限公司,雁联计算,500-2000人,不需要融资,浦东新区,大数据开发工程师,3-5年,本科,10k-20k,晋升空间大、福利待遇优、早九晚五,"['3', '5']",3,"['10', '20']",10
上海勋立信息科技有限公司,勋立科技,500-2000人,不需要融资,普陀区,大数据开发工程师,3-5年,大专,15k-30k,"平台稳定,团队氛围好,团队年轻化,晋升空间","['3', '5']",3,"['15', '30']",15
上海意视信息科技有限公司,意视科技,15-50人,不需要融资,徐汇区,大数据开发工程师,1年以下,本科,10k-14k,"发展前景大,年终奖,扁平化管理,公司氛围好",['1'],1,"['10', '14']",10
杭州顺网科技股份有限公司,顺网科技,500-2000人,上市公司,普陀区,大数据开发工程师,不限,本科,10k-20k,"上市公司,技术实力强,发展空间大,薪酬福利好",[],0,"['10', '20']",10
上海晋景数据科技有限公司,上海晋景数据,少于15人,不需要融资,静安区,资深大数据开发工程师,3-5年,本科,20k-40k,"专业的团队,薪资高,玩大数据,福利多多","['3', '5']",3,"['20', '40']",20
上海掌小门教育科技有限公司,掌门1对1在线教育,500-2000人,D轮及以上,虹口区,大数据运维工程师,1-3年,本科,15k-25k,"技术前沿,团队氛围,个人发展,地铁周边","['1', '3']",1,"['15', '25']",15
